address;code;postal_code;country;federal_district;minDeliveryDays;maxDeliveryDays;region_type;region;city_type;city;timezone;geo_lat;geo_lon;population
Кемеровская область - Кузбасс, г Юрга;11299;652050;Россия;Сибирский;9;12;обл;Кемеровская область - Кузбасс;г;Юрга;UTC+7;55.7202694;84.8886399;81536
Кемеровская область - Кузбасс, Гурьевский р-н, г Салаир;11294;652770;Россия;Сибирский;9;12;обл;Кемеровская область - Кузбасс;г;Салаир;UTC+7;54.2351735;85.8030733;8263
Красноярский край, г Ачинск;11302;662150;Россия;Сибирский;9;12;край;Красноярский;г;Ачинск;UTC+7;56.253907;90.4794397;109156
Красноярский край, г Боготол;20084;662060;Россия;Сибирский;9;12;край;Красноярский;г;Боготол;UTC+7;56.2098468;89.5299336;21029
Красноярский край, г Бородино;20085;663980;Россия;Сибирский;9;12;край;Красноярский;г;Бородино;UTC+7;55.9054121;94.9020967;17423
Красноярский край, г Дивногорск;11303;663081;Россия;Сибирский;9;12;край;Красноярский;г;Дивногорск;UTC+7;55.9576784;92.3800687;28271
Красноярский край, г Дудинка;11344;647000;Россия;Сибирский;9;12;край;Красноярский;г;Дудинка;UTC+7;69.4031364;86.1907218;22207
Красноярский край, г Енисейск;11304;663150;Россия;Сибирский;9;12;край;Красноярский;г;Енисейск;UTC+7;58.4485261;92.1651083;18769
Красноярский край, г Железногорск;20086;662970;Россия;Сибирский;9;12;край;Красноярский;г;Железногорск;UTC+7;56.2529035;93.532273;85559
Красноярский край, г Зеленогорск;20088;663690;Россия;Сибирский;9;12;край;Красноярский;г;Зеленогорск;UTC+7;56.1131564;94.5888103;66018
Красноярский край, г Иланский;20089;663800;Россия;Сибирский;9;12;край;Красноярский;г;Иланский;UTC+7;56.2374037;96.067267;16108
Красноярский край, г Канск;11307;663600;Россия;Сибирский;9;12;край;Красноярский;г;Канск;UTC+7;56.2051282;95.7051096;94230
Красноярский край, г Кодинск;20643;663491;Россия;Сибирский;9;12;край;Красноярский;г;Кодинск;UTC+7;58.6032644;99.1797962;14835
Красноярский край, г Лесосибирск;20090;662541;Россия;Сибирский;9;12;край;Красноярский;г;Лесосибирск;UTC+7;58.221681;92.5037872;61146
Красноярский край, г Минусинск;11310;662600;Россия;Сибирский;9;12;край;Красноярский;г;Минусинск;UTC+7;53.7104586;91.6872907;71171
Красноярский край, г Назарово;20091;662200;Россия;Сибирский;9;12;край;Красноярский;г;Назарово;UTC+7;56.0113799;90.4168775;52829
Красноярский край, г Норильск;11311;663300;Россия;Сибирский;9;12;край;Красноярский;г;Норильск;UTC+7;69.3489978;88.2009846;175301
Красноярский край, г Сосновоборск;20670;662500;Россия;Сибирский;9;12;край;Красноярский;г;Сосновоборск;UTC+7;56.1202647;93.3354121;33090
Красноярский край, г Ужур;20092;662251;Россия;Сибирский;9;12;край;Красноярский;г;Ужур;UTC+7;55.3141969;89.8333918;16079
Красноярский край, г Уяр;20093;663920;Россия;Сибирский;9;12;край;Красноярский;г;Уяр;UTC+7;55.8131263;94.3282601;12666
Красноярский край, г Шарыпово;20094;662310;Россия;Сибирский;9;12;край;Красноярский;г;Шарыпово;UTC+7;55.5389739;89.1801044;38570
Красноярский край, Курагинский р-н, г Артемовск;29772;662951;Россия;Сибирский;9;12;край;Красноярский;г;Артемовск;UTC+7;54.3473075;93.4358377;2180
Красноярский край, Рыбинский р-н, г Заозерный;20087;663960;Россия;Сибирский;9;12;край;Красноярский;г;Заозерный;UTC+7;55.9617752;94.7091491;10683
Красноярский край, Туруханский р-н, г Игарка;11305;663200;Россия;Сибирский;9;12;край;Красноярский;г;Игарка;UTC+7;67.4666901;86.5812794;6183
Новосибирская обл, Барабинский р-н, г Барабинск;20098;632330;Россия;Сибирский;9;12;обл;Новосибирская;г;Барабинск;UTC+7;55.35146;78.3464506;30250
Новосибирская обл, г Бердск;11314;633000;Россия;Сибирский;9;12;обл;Новосибирская;г;Бердск;UTC+7;54.7582156;83.1070605;98809
Новосибирская обл, г Болотное;20099;633340;Россия;Сибирский;9;12;обл;Новосибирская;г;Болотное;UTC+7;55.6692421;84.3906889;16969
Новосибирская обл, г Искитим;20100;633200;Россия;Сибирский;9;12;обл;Новосибирская;г;Искитим;UTC+7;54.6267603;83.2951244;60072
Новосибирская обл, г Карасук;20101;632860;Россия;Сибирский;9;12;обл;Новосибирская;г;Карасук;UTC+7;53.7343189;78.0422967;28929
Новосибирская обл, г Каргат;20102;632400;Россия;Сибирский;9;12;обл;Новосибирская;г;Каргат;UTC+7;55.1945666;80.2829495;10620
Новосибирская обл, г Купино;20104;632730;Россия;Сибирский;9;12;обл;Новосибирская;г;Купино;UTC+7;54.366055;77.2973368;15448
Новосибирская обл, г Обь;11317;633100;Россия;Сибирский;9;12;обл;Новосибирская;г;Обь;UTC+7;54.9945576;82.6937181;26137
Новосибирская обл, г Тогучин;20106;633450;Россия;Сибирский;9;12;обл;Новосибирская;г;Тогучин;UTC+7;55.2251631;84.4104118;21531
Новосибирская обл, г Черепаново;20107;633520;Россия;Сибирский;9;12;обл;Новосибирская;г;Черепаново;UTC+7;54.2206476;83.3724521;19346
Новосибирская обл, г Чулым;20108;632550;Россия;Сибирский;9;12;обл;Новосибирская;г;Чулым;UTC+7;55.0906867;80.9592508;11964
Новосибирская обл, Куйбышевский р-н, г Куйбышев;20103;632380;Россия;Сибирский;9;12;обл;Новосибирская;г;Куйбышев;UTC+7;55.4685094;78.3242048;47278
Новосибирская обл, Татарский р-н, г Татарск;20105;632120;Россия;Сибирский;9;12;обл;Новосибирская;г;Татарск;UTC+7;55.2146167;75.9739914;26114
Омская обл, г Исилькуль;20109;646020;Россия;Сибирский;9;12;обл;Омская;г;Исилькуль;UTC+6;54.9096002;71.2816284;25905
Омская обл, г Калачинск;20110;646900;Россия;Сибирский;9;12;обл;Омская;г;Калачинск;UTC+6;55.0598155;74.5653644;24000
Омская обл, г Называевск;20111;646100;Россия;Сибирский;9;12;обл;Омская;г;Называевск;UTC+6;55.5689323;71.3503426;12119
Омская обл, г Тара;20112;646530;Россия;Сибирский;9;12;обл;Омская;г;Тара;UTC+6;56.9160511;74.3649194;26664
Омская обл, г Тюкалинск;20113;646330;Россия;Сибирский;9;12;обл;Омская;г;Тюкалинск;UTC+6;55.8703415;72.1954747;12050
Респ Тыва, г Ак-Довурак;36079;668050;Россия;Сибирский;9;12;Респ;Тыва;г;Ак-Довурак;UTC+7;51.178452;90.5985129;13469
Респ Тыва, г Туран;11335;668510;Россия;Сибирский;9;12;Респ;Тыва;г;Туран;UTC+7;52.1449619;93.9173396;4988
Респ Тыва, г Чадан;11336;668110;Россия;Сибирский;9;12;Респ;Тыва;г;Чадан;UTC+7;51.2844502;91.5788609;9037
Респ Тыва, г Шагонар;11337;668210;Россия;Сибирский;9;12;Респ;Тыва;г;Шагонар;UTC+7;51.5346393;92.9199675;10958
Респ Хакасия, г Абаза;11339;655750;Россия;Сибирский;9;12;Респ;Хакасия;г;Абаза;UTC+7;52.6516647;90.0885686;17111
Респ Хакасия, г Саяногорск;11341;655602;Россия;Сибирский;9;12;Респ;Хакасия;г;Саяногорск;UTC+7;53.1008083;91.4122454;49889
Респ Хакасия, г Сорск;20083;655111;Россия;Сибирский;9;12;Респ;Хакасия;г;Сорск;UTC+7;54.0002888;90.2594446;12140
Респ Хакасия, г Черногорск;11342;655151;Россия;Сибирский;9;12;Респ;Хакасия;г;Черногорск;UTC+7;53.8259342;91.3260229;72117
Томская обл, г Асино;20658;636840;Россия;Сибирский;9;12;обл;Томская;г;Асино;UTC+7;56.9907085;86.1765257;25614
Томская обл, г Кедровый;11348;636615;Россия;Сибирский;9;12;обл;Томская;г;Кедровый;UTC+7;57.561869;79.5677821;2451
Томская обл, г Колпашево;11349;636460;Россия;Сибирский;9;12;обл;Томская;г;Колпашево;UTC+7;58.3114253;82.9025829;24126
Томская обл, г Северск;11351;636000;Россия;Сибирский;9;12;обл;Томская;г;Северск;UTC+7;56.6031285;84.8809926;108466
Томская обл, г Стрежевой;11352;636780;Россия;Сибирский;9;12;обл;Томская;г;Стрежевой;UTC+7;60.732895;77.604122;42216
г Екатеринбург;54;620000;Россия;Уральский;4;6;обл;Свердловская;г;Екатеринбург;UTC+5;56.8385216;60.6054911;1377738
г Курган;53;640002;Россия;Уральский;4;6;обл;Курганская;г;Курган;UTC+5;55.4443883;65.3161963;333640
г Салехард;58;629000;Россия;Уральский;4;6;АО;Ямало-Ненецкий;г;Салехард;UTC+5;66.5492077;66.6085318;42494
г Тюмень;55;625000;Россия;Уральский;4;6;обл;Тюменская;г;Тюмень;UTC+5;57.1529744;65.5344099;581758
г Ханты-Мансийск;57;628000;Россия;Уральский;4;6;АО;Ханты-Мансийский Автономный округ - Югра;г;Ханты-Мансийск;UTC+5;61.0023984;69.0184798;79410
г Челябинск;56;454000;Россия;Уральский;4;6;обл;Челябинская;г;Челябинск;UTC+5;55.1602624;61.4008078;1130273
Курганская обл, г Далматово;20640;641730;Россия;Уральский;4;6;обл;Курганская;г;Далматово;UTC+5;56.262114;62.9387011;13913
Курганская обл, г Катайск;20646;641700;Россия;Уральский;4;6;обл;Курганская;г;Катайск;UTC+5;56.290809;62.5800359;14017
Курганская обл, г Куртамыш;20683;641430;Россия;Уральский;4;6;обл;Курганская;г;Куртамыш;UTC+5;54.9368539;64.4203722;17098
Курганская обл, г Макушино;20612;641600;Россия;Уральский;4;6;обл;Курганская;г;Макушино;UTC+5;55.2153947;67.2451705;8337
Курганская обл, г Петухово;20625;641640;Россия;Уральский;4;6;обл;Курганская;г;Петухово;UTC+5;55.0650077;67.8873408;11291
Курганская обл, г Шадринск;11159;641870;Россия;Уральский;4;6;обл;Курганская;г;Шадринск;UTC+5;56.0870344;63.6297182;77744
Курганская обл, г Шумиха;20708;641100;Россия;Уральский;4;6;обл;Курганская;г;Шумиха;UTC+5;55.2280246;63.2901272;17821
Курганская обл, г Щучье;20618;641010;Россия;Уральский;4;6;обл;Курганская;г;Щучье;UTC+5;55.2087637;62.7478548;10971
Свердловская обл, Богдановичский р-н, г Богданович;20233;623530;Россия;Уральский;4;6;обл;Свердловская;г;Богданович;UTC+5;56.7764795;62.0463679;31752
Свердловская обл, г Алапаевск;20695;624600;Россия;Уральский;4;6;обл;Свердловская;г;Алапаевск;UTC+5;57.8475571;61.6693817;38198
Свердловская обл, г Артемовский;37168;623780;Россия;Уральский;4;6;обл;Свердловская;г;Артемовский;UTC+5;57.3384177;61.8947443;32878
Свердловская обл, г Асбест;11160;624260;Россия;Уральский;4;6;обл;Свердловская;г;Асбест;UTC+5;57.0052277;61.4581156;70067
Свердловская обл, г Березовский;29397;623700;Россия;Уральский;4;6;обл;Свердловская;г;Березовский;UTC+5;56.9095924;60.8180907;51583
Свердловская обл, г Верхний Тагил;21370;624160;Россия;Уральский;4;6;обл;Свердловская;г;Верхний Тагил;UTC+5;57.3763758;59.9517653;11843
Свердловская обл, г Верхняя Пышма;20720;624090;Россия;Уральский;4;6;обл;Свердловская;г;Верхняя Пышма;UTC+5;56.9758903;60.5650383;58707
Свердловская обл, г Верхняя Салда;11161;624760;Россия;Уральский;4;6;обл;Свердловская;г;Верхняя Салда;UTC+5;58.0465803;60.5560164;46240
Свердловская обл, г Верхняя Тура;37159;624320;Россия;Уральский;4;6;обл;Свердловская;г;Верхняя Тура;UTC+5;58.3643685;59.8265235;9468
Свердловская обл, г Верхотурье;20605;624380;Россия;Уральский;4;6;обл;Свердловская;г;Верхотурье;UTC+5;58.8622073;60.8103945;8815
Свердловская обл, г Волчанск;103820;624940;Россия;Уральский;4;6;обл;Свердловская;г;Волчанск;UTC+5;59.9351707;60.0798618;10008
Свердловская обл, г Дегтярск;37154;623270;Россия;Уральский;4;6;обл;Свердловская;г;Дегтярск;UTC+5;56.7048206;60.079138;15521
Свердловская обл, г Заречный;20657;624250;Россия;Уральский;4;6;обл;Свердловская;г;Заречный;UTC+5;56.8102931;61.3380029;26803
Свердловская обл, г Ивдель;20703;624590;Россия;Уральский;4;6;обл;Свердловская;г;Ивдель;UTC+5;60.6944496;60.4245069;17764
Свердловская обл, г Ирбит;11163;623850;Россия;Уральский;4;6;обл;Свердловская;г;Ирбит;UTC+5;57.6838362;63.057675;38352
Свердловская обл, г Каменск-Уральский;11164;623400;Россия;Уральский;4;6;обл;Свердловская;г;Каменск-Уральский;UTC+5;56.414962;61.9188674;174710
Свердловская обл, г Камышлов;20664;624860;Россия;Уральский;4;6;обл;Свердловская;г;Камышлов;UTC+5;56.8465034;62.7119766;26875
Свердловская обл, г Карпинск;20669;624930;Россия;Уральский;4;6;обл;Свердловская;г;Карпинск;UTC+5;59.7665925;60.0011703;29118
Свердловская обл, г Качканар;20234;624350;Россия;Уральский;4;6;обл;Свердловская;г;Качканар;UTC+5;58.7051762;59.4839155;42563
Свердловская обл, г Кировград;20604;624140;Россия;Уральский;4;6;обл;Свердловская;г;Кировград;UTC+5;57.4299433;60.0624051;21959
Свердловская обл, г Краснотурьинск;11165;624440;Россия;Уральский;4;6;обл;Свердловская;г;Краснотурьинск;UTC+5;59.7636635;60.1934525;59701
Свердловская обл, г Красноуральск;20660;624330;Россия;Уральский;4;6;обл;Свердловская;г;Красноуральск;UTC+5;58.348651;60.0408764;24973
Свердловская обл, г Красноуфимск;20691;623300;Россия;Уральский;4;6;обл;Свердловская;г;Красноуфимск;UTC+5;56.612387;57.7636637;39765
Свердловская обл, г Кушва;11166;624300;Россия;Уральский;4;6;обл;Свердловская;г;Кушва;UTC+5;58.2826013;59.7645766;33027
Свердловская обл, г Лесной;11167;624200;Россия;Уральский;4;6;обл;Свердловская;г;Лесной;UTC+5;58.6348516;59.7981565;52464
Свердловская обл, г Невьянск;20654;624191;Россия;Уральский;4;6;обл;Свердловская;г;Невьянск;UTC+5;57.49131;60.2183429;25147
Свердловская обл, г Нижние Серги;20624;623090;Россия;Уральский;4;6;обл;Свердловская;г;Нижние Серги;UTC+5;56.6544959;59.2953035;11217
Свердловская обл, г Нижний Тагил;11168;622000;Россия;Уральский;4;6;обл;Свердловская;г;Нижний Тагил;UTC+5;57.910126;59.9812853;361883
Свердловская обл, г Нижняя Салда;20687;624740;Россия;Уральский;4;6;обл;Свердловская;г;Нижняя Салда;UTC+5;58.0748272;60.7025418;17969
Свердловская обл, г Нижняя Тура;11169;624220;Россия;Уральский;4;6;обл;Свердловская;г;Нижняя Тура;UTC+5;58.6309267;59.8520344;21596
Свердловская обл, г Новая Ляля;20636;624400;Россия;Уральский;4;6;обл;Свердловская;г;Новая Ляля;UTC+5;59.0538977;60.5944825;12400
Свердловская обл, г Новоуральск;11170;624130;Россия;Уральский;4;6;обл;Свердловская;г;Новоуральск;UTC+5;57.2472567;60.0956714;91813
Свердловская обл, г Первоуральск;11171;623100;Россия;Уральский;4;6;обл;Свердловская;г;Первоуральск;UTC+5;56.9080085;59.942926;149800
Свердловская обл, г Полевской;21726;623382;Россия;Уральский;4;6;обл;Свердловская;г;Полевской;UTC+5;56.4956952;60.2365298;64316
Свердловская обл, г Ревда;20224;623280;Россия;Уральский;4;6;обл;Свердловская;г;Ревда;UTC+5;56.7986319;59.9071591;61713
Свердловская обл, г Реж;20684;623750;Россия;Уральский;4;6;обл;Свердловская;г;Реж;UTC+5;57.3717477;61.3833842;38709
Свердловская обл, г Североуральск;20672;624480;Россия;Уральский;4;6;обл;Свердловская;г;Североуральск;UTC+5;60.1533109;59.9525245;29279
Свердловская обл, г Серов;11172;624981;Россия;Уральский;4;6;обл;Свердловская;г;Серов;UTC+5;59.6047724;60.5753882;99381
Свердловская обл, г Среднеуральск;21725;624070;Россия;Уральский;4;6;обл;Свердловская;г;Среднеуральск;UTC+5;56.9918901;60.4771018;20357
Свердловская обл, г Сысерть;20595;624021;Россия;Уральский;4;6;обл;Свердловская;г;Сысерть;UTC+5;56.5005715;60.8190003;20594
Свердловская обл, г Тавда;20685;623950;Россия;Уральский;4;6;обл;Свердловская;г;Тавда;UTC+5;58.0434672;65.274217;35421
Свердловская обл, г Талица;20225;623640;Россия;Уральский;4;6;обл;Свердловская;г;Талица;UTC+5;57.0122687;63.7320757;18339
Свердловская обл, г Туринск;20705;623900;Россия;Уральский;4;6;обл;Свердловская;г;Туринск;UTC+5;58.0393524;63.6981973;17990
Свердловская обл, Нижнесергинский р-н, г Михайловск;37138;623080;Россия;Уральский;4;6;обл;Свердловская;г;Михайловск;UTC+5;56.4370039;59.1137316;9215
Свердловская обл, Сухоложский р-н, г Сухой Лог;20256;624800;Россия;Уральский;4;6;обл;Свердловская;г;Сухой Лог;UTC+5;56.9076193;62.0358093;34836
Свердловская обл, Сысертский р-н, г Арамиль;37169;624000;Россия;Уральский;4;6;обл;Свердловская;г;Арамиль;UTC+5;56.694632;60.8343125;14227
Тюменская обл, г Заводоуковск;20647;627140;Россия;Уральский;4;6;обл;Тюменская;г;Заводоуковск;UTC+5;56.5027463;66.5513613;25657
Тюменская обл, г Ишим;11173;627705;Россия;Уральский;4;6;обл;Тюменская;г;Ишим;UTC+5;56.1104858;69.4795776;69567
Тюменская обл, г Тобольск;11175;626150;Россия;Уральский;4;6;обл;Тюменская;г;Тобольск;UTC+5;58.2017299;68.2538558;99698
Тюменская обл, г Ялуторовск;11178;627010;Россия;Уральский;4;6;обл;Тюменская;г;Ялуторовск;UTC+5;56.6547289;66.3122992;36494
Ханты-Мансийский Автономный округ - Югра АО, г Белоярский;11179;628160;Россия;Уральский;4;6;АО;Ханты-Мансийский Автономный округ - Югра;г;Белоярский;UTC+5;63.7121099;66.6772226;20283
Ханты-Мансийский Автономный округ - Югра АО, г Когалым;11180;628481;Россия;Уральский;4;6;АО;Ханты-Мансийский Автономный округ - Югра;г;Когалым;UTC+5;62.2639527;74.4829794;58192
Ханты-Мансийский Автономный округ - Югра АО, г Лангепас;11181;628671;Россия;Уральский;4;6;АО;Ханты-Мансийский Автономный округ - Югра;г;Лангепас;UTC+5;61.2536939;75.1807763;41675
Ханты-Мансийский Автономный округ - Югра АО, г Мегион;11182;628680;Россия;Уральский;4;6;АО;Ханты-Мансийский Автономный округ - Югра;г;Мегион;UTC+5;61.0318712;76.1025878;49471
Ханты-Мансийский Автономный округ - Югра АО, г Нефтеюганск;11184;628301;Россия;Уральский;4;6;АО;Ханты-Мансийский Автономный округ - Югра;г;Нефтеюганск;UTC+5;61.0882676;72.6164079;123276
Ханты-Мансийский Автономный округ - Югра АО, г Нижневартовск;1091;628600;Россия;Уральский;4;6;АО;Ханты-Мансийский Автономный округ - Югра;г;Нижневартовск;UTC+5;60.9396698;76.5696184;251860
Ханты-Мансийский Автономный округ - Югра АО, г Нягань;11186;628181;Россия;Уральский;4;6;АО;Ханты-Мансийский Автономный округ - Югра;г;Нягань;UTC+5;62.1454701;65.3946047;54903
Ханты-Мансийский Автономный округ - Югра АО, г Покачи;11187;628660;Россия;Уральский;4;6;АО;Ханты-Мансийский Автономный округ - Югра;г;Покачи;UTC+5;61.7422169;75.5941517;17053
Ханты-Мансийский Автономный округ - Югра АО, г Пыть-Ях;11188;628380;Россия;Уральский;4;6;АО;Ханты-Мансийский Автономный округ - Югра;г;Пыть-Ях;UTC+5;60.7585833;72.8365617;41453
Ханты-Мансийский Автономный округ - Югра АО, г Радужный;11189;628461;Россия;Уральский;4;6;АО;Ханты-Мансийский Автономный округ - Югра;г;Радужный;UTC+5;62.1342888;77.4584094;43394
Ханты-Мансийский Автономный округ - Югра АО, г Советский;11190;628240;Россия;Уральский;4;6;АО;Ханты-Мансийский Автономный округ - Югра;г;Советский;UTC+5;61.3706913;63.5667222;26434
Ханты-Мансийский Автономный округ - Югра АО, г Сургут;973;628400;Россия;Уральский;4;6;АО;Ханты-Мансийский Автономный округ - Югра;г;Сургут;UTC+5;61.2541083;73.3961587;306703
Ханты-Мансийский Автономный округ - Югра АО, г Урай;11192;628280;Россия;Уральский;4;6;АО;Ханты-Мансийский Автономный округ - Югра;г;Урай;UTC+5;60.1296954;64.8038508;39435
Ханты-Мансийский Автономный округ - Югра АО, г Югорск;11177;628260;Россия;Уральский;4;6;АО;Ханты-Мансийский Автономный округ - Югра;г;Югорск;UTC+5;61.3123568;63.3365484;34066
Ханты-Мансийский Автономный округ - Югра АО, Сургутский р-н, г Лянтор;20676;628449;Россия;Уральский;4;6;АО;Ханты-Мансийский Автономный округ - Югра;г;Лянтор;UTC+5;61.6392863;72.179409;38922
Челябинская обл, Ашинский р-н, г Миньяр;20617;456007;Россия;Уральский;4;6;обл;Челябинская;г;Миньяр;UTC+5;55.0709557;57.548478;10195
Челябинская обл, Ашинский р-н, г Сим;37125;456020;Россия;Уральский;4;6;обл;Челябинская;г;Сим;UTC+5;54.9907827;57.6900155;14465
Челябинская обл, г Аша;11196;456015;Россия;Уральский;4;6;обл;Челябинская;г;Аша;UTC+5;54.9906527;57.2783953;31916
Челябинская обл, г Верхнеуральск;11199;457670;Россия;Уральский;4;6;обл;Челябинская;г;Верхнеуральск;UTC+5;53.8760961;59.2169852;9459
Челябинская обл, г Верхний Уфалей;11200;456800;Россия;Уральский;4;6;обл;Челябинская;г;Верхний Уфалей;UTC+5;56.0487158;60.2318886;30504
Челябинская обл, г Еманжелинск;20666;456580;Россия;Уральский;4;6;обл;Челябинская;г;Еманжелинск;UTC+5;54.7554548;61.3243477;30218
Челябинская обл, г Златоуст;11202;456200;Россия;Уральский;4;6;обл;Челябинская;г;Златоуст;UTC+5;55.1714905;59.6725549;174985
Челябинская обл, г Карабаш;20650;456140;Россия;Уральский;4;6;обл;Челябинская;г;Карабаш;UTC+5;55.4852323;60.2358881;13151
Челябинская обл, г Карталы;11203;457353;Россия;Уральский;4;6;обл;Челябинская;г;Карталы;UTC+5;53.0536197;60.6478408;29136
Челябинская обл, г Касли;11204;456833;Россия;Уральский;4;6;обл;Челябинская;г;Касли;UTC+5;55.8868784;60.7421663;16998
Челябинская обл, г Катав-Ивановск;11205;456110;Россия;Уральский;4;6;обл;Челябинская;г;Катав-Ивановск;UTC+5;54.7521438;58.1983648;17640
Челябинская обл, г Копейск;11207;456600;Россия;Уральский;4;6;обл;Челябинская;г;Копейск;UTC+5;55.116665;61.6179185;137604
Челябинская обл, г Коркино;11208;456550;Россия;Уральский;4;6;обл;Челябинская;г;Коркино;UTC+5;54.8903147;61.4034576;38950
Челябинская обл, г Куса;11209;456940;Россия;Уральский;4;6;обл;Челябинская;г;Куса;UTC+5;55.3386053;59.4385778;18792
Челябинская обл, г Кыштым;11210;456870;Россия;Уральский;4;6;обл;Челябинская;г;Кыштым;UTC+5;55.7061276;60.5563781;38950
Челябинская обл, г Магнитогорск;235;455000;Россия;Уральский;4;6;обл;Челябинская;г;Магнитогорск;UTC+5;53.4072153;58.9791437;408401
Челябинская обл, г Миасс;11212;456300;Россия;Уральский;4;6;обл;Челябинская;г;Миасс;UTC+5;55.0456457;60.1077572;151812
Челябинская обл, г Нязепетровск;20632;456971;Россия;Уральский;4;6;обл;Челябинская;г;Нязепетровск;UTC+5;56.0536895;59.6097202;12452
Челябинская обл, г Озерск;11214;456780;Россия;Уральский;4;6;обл;Челябинская;г;Озерск;UTC+5;55.763154;60.7076198;82268
Челябинская обл, г Пласт;11216;457020;Россия;Уральский;4;6;обл;Челябинская;г;Пласт;UTC+5;54.3692764;60.8151894;17344
Челябинская обл, г Сатка;11217;456913;Россия;Уральский;4;6;обл;Челябинская;г;Сатка;UTC+5;55.0405288;59.0288975;45465
Челябинская обл, г Снежинск;11218;456770;Россия;Уральский;4;6;обл;Челябинская;г;Снежинск;UTC+5;56.0851495;60.7324914;48896
Челябинская обл, г Трехгорный;11219;456080;Россия;Уральский;4;6;обл;Челябинская;г;Трехгорный;UTC+5;54.8178249;58.4464194;33678
Челябинская обл, г Троицк;11220;457100;Россия;Уральский;4;6;обл;Челябинская;г;Троицк;UTC+5;54.0843745;61.5586831;78637
Челябинская обл, г Усть-Катав;11223;456040;Россия;Уральский;4;6;обл;Челябинская;г;Усть-Катав;UTC+5;54.9260812;58.152805;23586
Челябинская обл, г Чебаркуль;11224;456439;Россия;Уральский;4;6;обл;Челябинская;г;Чебаркуль;UTC+5;54.9818567;60.3773121;43405
Челябинская обл, г Южноуральск;11227;457040;Россия;Уральский;4;6;обл;Челябинская;г;Южноуральск;UTC+5;54.448927;61.2581158;37890
Челябинская обл, Катав-Ивановский р-н, г Юрюзань;20759;456120;Россия;Уральский;4;6;обл;Челябинская;г;Юрюзань;UTC+5;54.854662;58.4226698;12568
Челябинская обл, Саткинский р-н, г Бакал;37166;456900;Россия;Уральский;4;6;обл;Челябинская;г;Бакал;UTC+5;54.9406399;58.8051698;20953
Ямало-Ненецкий АО, г Губкинский;11228;629830;Россия;Уральский;4;6;АО;Ямало-Ненецкий;г;Губкинский;UTC+5;64.4457594;76.4713274;23340
Ямало-Ненецкий АО, г Лабытнанги;23329;629400;Россия;Уральский;4;6;АО;Ямало-Ненецкий;г;Лабытнанги;UTC+5;66.6592841;66.3883009;26948
Ямало-Ненецкий АО, г Муравленко;11174;629601;Россия;Уральский;4;6;АО;Ямало-Ненецкий;г;Муравленко;UTC+5;63.7940552;74.4948635;33401
Ямало-Ненецкий АО, г Надым;11229;629734;Россия;Уральский;4;6;АО;Ямало-Ненецкий;г;Надым;UTC+5;65.5377966;72.5182736;46550
Ямало-Ненецкий АО, г Новый Уренгой;11230;629300;Россия;Уральский;4;6;АО;Ямало-Ненецкий;г;Новый Уренгой;UTC+5;66.0839433;76.6809681;104144
Ямало-Ненецкий АО, г Ноябрьск;11231;629800;Россия;Уральский;4;6;АО;Ямало-Ненецкий;г;Ноябрьск;UTC+5;63.2018039;75.4510581;110572
Ямало-Ненецкий АО, г Тарко-Сале;20255;629850;Россия;Уральский;4;6;АО;Ямало-Ненецкий;г;Тарко-Сале;UTC+5;64.9118803;77.7610236;20372
Белгородская обл, г Алексеевка;20192;309850;Россия;Центральный;1;3;обл;Белгородская;г;Алексеевка;UTC+3;50.6299647;38.6880342;39026
Белгородская обл, г Бирюч;34323;309920;Россия;Центральный;1;3;обл;Белгородская;г;Бирюч;UTC+3;50.6484585;38.4005083;7842
Белгородская обл, г Валуйки;20193;309990;Россия;Центральный;1;3;обл;Белгородская;г;Валуйки;UTC+3;50.2111207;38.0998772;35322
Белгородская обл, г Грайворон;20194;309370;Россия;Центральный;1;3;обл;Белгородская;г;Грайворон;UTC+3;50.4862958;35.6663877;6234
Белгородская обл, г Губкин;10646;309180;Россия;Центральный;1;3;обл;Белгородская;г;Губкин;UTC+3;51.2837123;37.5347759;88562
Белгородская обл, г Короча;20195;309210;Россия;Центральный;1;3;обл;Белгородская;г;Короча;UTC+3;50.8129041;37.1896436;5877
Белгородская обл, г Новый Оскол;10647;309640;Россия;Центральный;1;3;обл;Белгородская;г;Новый Оскол;UTC+3;50.7633747;37.8775484;19530
Белгородская обл, г Старый Оскол;10649;309500;Россия;Центральный;1;3;обл;Белгородская;г;Старый Оскол;UTC+3;51.2967101;37.8350182;221163
Белгородская обл, г Строитель;20587;309070;Россия;Центральный;1;3;обл;Белгородская;г;Строитель;UTC+3;50.7845099;36.4887648;23933
Белгородская обл, г Шебекино;20196;309290;Россия;Центральный;1;3;обл;Белгородская;г;Шебекино;UTC+3;50.4004883;36.8877889;44277
Брянская обл, г Дятьково;10651;242600;Россия;Центральный;1;3;обл;Брянская;г;Дятьково;UTC+3;53.5958178;34.3551812;29438
Брянская обл, г Жуковка;10652;242700;Россия;Центральный;1;3;обл;Брянская;г;Жуковка;UTC+3;53.5340397;33.7302579;18269
Брянская обл, г Злынка;20184;243600;Россия;Центральный;1;3;обл;Брянская;г;Злынка;UTC+3;52.4267015;31.7360399;5507
Брянская обл, г Карачев;10655;242500;Россия;Центральный;1;3;обл;Брянская;г;Карачев;UTC+3;53.1296524;34.9888727;19715
