address;code;postal_code;country;federal_district;minDeliveryDays;maxDeliveryDays;region_type;region;city_type;city;timezone;geo_lat;geo_lon;population
Архангельская обл, г Коряжма;10845;165650;Россия;Северо-Западный;3;5;обл;Архангельская;г;Коряжма;UTC+3;61.2885948;47.1003015;39629
Архангельская обл, г Котлас;10846;165300;Россия;Северо-Западный;3;5;обл;Архангельская;г;Котлас;UTC+3;61.2528972;46.633242;60562
Архангельская обл, г Мезень;20114;164750;Россия;Северо-Западный;3;5;обл;Архангельская;г;Мезень;UTC+3;65.8398078;44.2532273;3599
Архангельская обл, г Мирный;20115;164170;Россия;Северо-Западный;3;5;обл;Архангельская;г;Мирный;UTC+3;62.7645265;40.3360076;30259
Архангельская обл, г Новодвинск;20117;164900;Россия;Северо-Западный;3;5;обл;Архангельская;г;Новодвинск;UTC+3;64.4136851;40.8208143;40612
Архангельская обл, г Няндома;20602;164200;Россия;Северо-Западный;3;5;обл;Архангельская;г;Няндома;UTC+3;61.6654674;40.2062947;22354
Архангельская обл, г Онега;10847;164840;Россия;Северо-Западный;3;5;обл;Архангельская;г;Онега;UTC+3;63.9162928;38.0805031;21359
Архангельская обл, г Северодвинск;10849;164500;Россия;Северо-Западный;3;5;обл;Архангельская;г;Северодвинск;UTC+3;64.5625385;39.8180934;192265
Архангельская обл, г Шенкурск;10851;165160;Россия;Северо-Западный;3;5;обл;Архангельская;г;Шенкурск;UTC+3;62.1057272;42.8996973;5702
Архангельская обл, Котласский р-н, г Сольвычегодск;22884;165330;Россия;Северо-Западный;3;5;обл;Архангельская;г;Сольвычегодск;UTC+3;61.3319616;46.920441;2460
Вологодская обл, Великоустюгский р-н, г Красавино;22980;162341;Россия;Северо-Западный;3;5;обл;Вологодская;г;Красавино;UTC+3;60.9612823;46.4814116;7003
Вологодская обл, г Бабаево;20118;162480;Россия;Северо-Западный;3;5;обл;Вологодская;г;Бабаево;UTC+3;59.3892583;35.9377058;12074
Вологодская обл, г Белозерск;20119;161200;Россия;Северо-Западный;3;5;обл;Вологодская;г;Белозерск;UTC+3;60.0308381;37.7890586;9614
Вологодская обл, г Великий Устюг;10854;162390;Россия;Северо-Западный;3;5;обл;Вологодская;г;Великий Устюг;UTC+3;60.7603913;46.3054414;31664
Вологодская обл, г Вытегра;20120;162900;Россия;Северо-Западный;3;5;обл;Вологодская;г;Вытегра;UTC+3;61.0063465;36.4495137;10490
Вологодская обл, г Грязовец;20121;162000;Россия;Северо-Западный;3;5;обл;Вологодская;г;Грязовец;UTC+3;58.8757553;40.2485362;15528
Вологодская обл, г Кириллов;20122;161100;Россия;Северо-Западный;3;5;обл;Вологодская;г;Кириллов;UTC+3;59.8591523;38.3748782;7735
Вологодская обл, г Никольск;20123;161440;Россия;Северо-Западный;3;5;обл;Вологодская;г;Никольск;UTC+3;59.5351837;45.4576137;8515
Вологодская обл, г Сокол;20124;162129;Россия;Северо-Западный;3;5;обл;Вологодская;г;Сокол;UTC+3;59.4758605;40.1114187;38454
Вологодская обл, г Тотьма;10855;161300;Россия;Северо-Западный;3;5;обл;Вологодская;г;Тотьма;UTC+3;59.9734998;42.7589506;9784
Вологодская обл, г Устюжна;10856;162840;Россия;Северо-Западный;3;5;обл;Вологодская;г;Устюжна;UTC+3;58.8383117;36.4425478;9478
Вологодская обл, г Харовск;20125;162250;Россия;Северо-Западный;3;5;обл;Вологодская;г;Харовск;UTC+3;59.9479423;40.2000298;10078
Вологодская обл, г Череповец;968;162600;Россия;Северо-Западный;3;5;обл;Вологодская;г;Череповец;UTC+3;59.1269212;37.9090497;312311
Вологодская обл, Сокольский р-н, г Кадников;37148;162107;Россия;Северо-Западный;3;5;обл;Вологодская;г;Кадников;UTC+3;59.5037764;40.3441148;4797
г Архангельск;20;163000;Россия;Северо-Западный;3;5;обл;Архангельская;г;Архангельск;UTC+3;64.5394289;40.5169606;348716
г Великий Новгород;24;173000;Россия;Северо-Западный;3;5;обл;Новгородская;г;Великий Новгород;UTC+3;58.5213846;31.2755394;218724
г Вологда;21;160000;Россия;Северо-Западный;3;5;обл;Вологодская;г;Вологда;UTC+3;59.2483905;39.8355662;301642
г Калининград;22;236001;Россия;Северо-Западный;3;5;обл;Калининградская;г;Калининград;UTC+2;54.7074702;20.5073241;431491
г Мурманск;23;183000;Россия;Северо-Западный;3;5;обл;Мурманская;г;Мурманск;UTC+3;69.007721;33.0685865;307664
г Нарьян-Мар;10902;166000;Россия;Северо-Западный;3;5;АО;Ненецкий;г;Нарьян-Мар;UTC+3;67.6379672;53.0069565;21296
г Петрозаводск;18;185000;Россия;Северо-Западный;3;5;Респ;Карелия;г;Петрозаводск;UTC+3;61.7891264;34.3596434;263540
г Псков;25;180000;Россия;Северо-Западный;3;5;обл;Псковская;г;Псков;UTC+3;57.8194415;28.3317198;203974
г Санкт-Петербург;2;190000;Россия;Северо-Западный;3;5;г;Санкт-Петербург;г;Санкт-Петербург;UTC+3;59.9391313;30.3159004;4848742
г Сыктывкар;19;167000;Россия;Северо-Западный;3;5;Респ;Коми;г;Сыктывкар;UTC+3;61.6686617;50.8358151;235006
Калининградская обл, Балтийский р-н, г Приморск;20578;238510;Россия;Северо-Западный;3;5;обл;Калининградская;г;Приморск;UTC+2;54.7311437;19.9981926;1956
Калининградская обл, г Багратионовск;20135;238420;Россия;Северо-Западный;3;5;обл;Калининградская;г;Багратионовск;UTC+2;54.3866518;20.6418091;6399
Калининградская обл, г Балтийск;10858;238520;Россия;Северо-Западный;3;5;обл;Калининградская;г;Балтийск;UTC+2;54.6513372;19.9140572;32670
Калининградская обл, г Гвардейск;20136;238210;Россия;Северо-Западный;3;5;обл;Калининградская;г;Гвардейск;UTC+2;54.6588378;21.0501388;13888
Калининградская обл, г Гурьевск;20137;238300;Россия;Северо-Западный;3;5;обл;Калининградская;г;Гурьевск;UTC+2;54.770638;20.6039767;12433
Калининградская обл, г Гусев;20138;238050;Россия;Северо-Западный;3;5;обл;Калининградская;г;Гусев;UTC+2;54.5915455;22.1942445;28260
Калининградская обл, г Зеленоградск;20139;238326;Россия;Северо-Западный;3;5;обл;Калининградская;г;Зеленоградск;UTC+2;54.9600185;20.4753652;13015
Калининградская обл, г Краснознаменск;20140;238730;Россия;Северо-Западный;3;5;обл;Калининградская;г;Краснознаменск;UTC+2;54.9453423;22.4928745;3522
Калининградская обл, г Ладушкин;20580;238460;Россия;Северо-Западный;3;5;обл;Калининградская;г;Ладушкин;UTC+2;54.5692156;20.1690153;3788
Калининградская обл, г Мамоново;20603;238450;Россия;Северо-Западный;3;5;обл;Калининградская;г;Мамоново;UTC+2;54.4646036;19.9453482;7757
Калининградская обл, г Неман;20141;238710;Россия;Северо-Западный;3;5;обл;Калининградская;г;Неман;UTC+2;55.0316524;22.0324064;11794
Калининградская обл, г Нестеров;20142;238010;Россия;Северо-Западный;3;5;обл;Калининградская;г;Нестеров;UTC+2;54.6313814;22.5713736;4584
Калининградская обл, г Озерск;20143;238120;Россия;Северо-Западный;3;5;обл;Калининградская;г;Озерск;UTC+2;54.4084705;22.0134438;4740
Калининградская обл, г Пионерский;20144;238590;Россия;Северо-Западный;3;5;обл;Калининградская;г;Пионерский;UTC+2;54.9516574;20.2277424;11017
Калининградская обл, г Полесск;20145;238630;Россия;Северо-Западный;3;5;обл;Калининградская;г;Полесск;UTC+2;54.8625126;21.0998067;7580
Калининградская обл, г Правдинск;20146;238400;Россия;Северо-Западный;3;5;обл;Калининградская;г;Правдинск;UTC+2;54.4430986;21.0085269;4323
Калининградская обл, г Светлогорск;10859;238560;Россия;Северо-Западный;3;5;обл;Калининградская;г;Светлогорск;UTC+2;54.9439286;20.1514295;10775
Калининградская обл, г Светлый;20147;238340;Россия;Северо-Западный;3;5;обл;Калининградская;г;Светлый;UTC+2;54.6772897;20.1357595;21380
Калининградская обл, г Славск;20148;238600;Россия;Северо-Западный;3;5;обл;Калининградская;г;Славск;UTC+2;55.0449714;21.6742367;4614
Калининградская обл, г Советск;10860;238750;Россия;Северо-Западный;3;5;обл;Калининградская;г;Советск;UTC+2;55.0809336;21.8886106;41709
Калининградская обл, г Черняховск;20149;238150;Россия;Северо-Западный;3;5;обл;Калининградская;г;Черняховск;UTC+2;54.6244751;21.7969062;40464
Ленинградская обл, Бокситогорский р-н, г Пикалево;10879;187600;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Пикалево;UTC+3;59.5132022;34.1772776;21567
Ленинградская обл, Волховский р-н, г Новая Ладога;22917;187450;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Новая Ладога;UTC+3;60.1100135;32.3141203;8890
Ленинградская обл, Волховский р-н, г Сясьстрой;22914;187420;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Сясьстрой;UTC+3;60.1401739;32.5601559;13747
Ленинградская обл, Всеволожский р-н, г Кудрово;118515;188691;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Кудрово;UTC+3;59.9075226;30.5121008;13501
Ленинградская обл, Всеволожский р-н, г Мурино;118936;188662;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Мурино;UTC+3;60.044862;30.4571456;19775
Ленинградская обл, Всеволожский р-н, г Сертолово;10887;188650;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Сертолово;UTC+3;60.1446932;30.2095918;47854
Ленинградская обл, Выборгский р-н, г Высоцк;103815;188909;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Высоцк;UTC+3;60.6296236;28.5709314;1244
Ленинградская обл, Выборгский р-н, г Каменногорск;10869;188950;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Каменногорск;UTC+3;60.950855;29.1308372;6761
Ленинградская обл, Выборгский р-н, г Приморск;10882;188910;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Приморск;UTC+3;60.3660209;28.6135772;6122
Ленинградская обл, Выборгский р-н, г Светогорск;10886;188990;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Светогорск;UTC+3;61.1111282;28.8725865;15973
Ленинградская обл, г Бокситогорск;10861;187650;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Бокситогорск;UTC+3;59.4734797;33.845688;16593
Ленинградская обл, г Волосово;10863;188410;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Волосово;UTC+3;59.4445408;29.4923355;12162
Ленинградская обл, г Волхов;10864;187401;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Волхов;UTC+3;59.9005958;32.3520756;47344
Ленинградская обл, г Всеволожск;10865;188640;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Всеволожск;UTC+3;60.0191278;30.6456718;59689
Ленинградская обл, г Выборг;969;188800;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Выборг;UTC+3;60.7130801;28.7328336;80013
Ленинградская обл, г Гатчина;10867;188300;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Гатчина;UTC+3;59.565237;30.1282473;92566
Ленинградская обл, г Кингисепп;10870;188455;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Кингисепп;UTC+3;59.3740435;28.6112444;48667
Ленинградская обл, г Кириши;10871;187110;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Кириши;UTC+3;59.4742862;32.0624947;52826
Ленинградская обл, г Кировск;10872;187340;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Кировск;UTC+3;59.8754216;30.981364;25633
Ленинградская обл, г Лодейное Поле;10874;187700;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Лодейное Поле;UTC+3;60.7320936;33.5521022;21053
Ленинградская обл, г Луга;10876;188230;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Луга;UTC+3;58.7374031;29.8465776;36409
Ленинградская обл, г Подпорожье;10881;187780;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Подпорожье;UTC+3;60.9127549;34.1567664;18729
Ленинградская обл, г Приозерск;10883;188760;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Приозерск;UTC+3;61.0330896;30.1587851;18929
Ленинградская обл, г Сланцы;10888;188560;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Сланцы;UTC+3;59.1178185;28.0881475;33587
Ленинградская обл, г Сосновый Бор;10891;188540;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Сосновый Бор;UTC+3;59.8772884;29.1291619;65901
Ленинградская обл, г Тихвин;10892;187550;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Тихвин;UTC+3;59.6272904;33.5072731;58843
Ленинградская обл, г Тосно;10893;187000;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Тосно;UTC+3;59.5407098;30.877812;39127
Ленинградская обл, Гатчинский р-н, г Коммунар;21666;188320;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Коммунар;UTC+3;59.6215133;30.3934125;20265
Ленинградская обл, Кингисеппский р-н, г Ивангород;10868;188490;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Ивангород;UTC+3;59.3766119;28.2231659;9797
Ленинградская обл, Кировский р-н, г Отрадное;10878;187330;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Отрадное;UTC+3;59.7726848;30.7988557;23874
Ленинградская обл, Кировский р-н, г Шлиссельбург;21795;187320;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Шлиссельбург;UTC+3;59.9443714;31.0333365;13305
Ленинградская обл, Тосненский р-н, г Любань;21023;187050;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Любань;UTC+3;59.3493847;31.2484801;4188
Ленинградская обл, Тосненский р-н, г Никольское;10877;187026;Россия;Северо-Западный;3;5;обл;Ленинградская;г;Никольское;UTC+3;59.7043309;30.7874571;19345
Мурманская обл, г Апатиты;10894;184200;Россия;Северо-Западный;3;5;обл;Мурманская;г;Апатиты;UTC+3;67.5677761;33.4067929;59690
Мурманская обл, г Гаджиево;21665;184670;Россия;Северо-Западный;3;5;обл;Мурманская;г;Гаджиево;UTC+3;69.2491311;33.315341;11089
Мурманская обл, г Заозерск;20150;184310;Россия;Северо-Западный;3;5;обл;Мурманская;г;Заозерск;UTC+3;69.4003584;32.4501496;11206
Мурманская обл, г Кандалакша;10895;184042;Россия;Северо-Западный;3;5;обл;Мурманская;г;Кандалакша;UTC+3;67.1567974;32.4143218;35659
Мурманская обл, г Кировск;20152;184250;Россия;Северо-Западный;3;5;обл;Мурманская;г;Кировск;UTC+3;67.6150424;33.663735;28659
Мурманская обл, г Ковдор;20153;184144;Россия;Северо-Западный;3;5;обл;Мурманская;г;Ковдор;UTC+3;67.5661417;30.4741941;18836
Мурманская обл, г Кола;20154;184380;Россия;Северо-Западный;3;5;обл;Мурманская;г;Кола;UTC+3;68.8786028;33.0262299;10447
Мурманская обл, г Мончегорск;10896;184505;Россия;Северо-Западный;3;5;обл;Мурманская;г;Мончегорск;UTC+3;67.9386153;32.9359719;45381
Мурманская обл, г Оленегорск;20155;184530;Россия;Северо-Западный;3;5;обл;Мурманская;г;Оленегорск;UTC+3;68.1422058;33.2669407;23079
Мурманская обл, г Островной;22049;184640;Россия;Северо-Западный;3;5;обл;Мурманская;г;Островной;UTC+3;68.0510344;39.5077846;2177
Мурманская обл, г Полярные Зори;20156;184230;Россия;Северо-Западный;3;5;обл;Мурманская;г;Полярные Зори;UTC+3;67.373084;32.4975636;15106
Мурманская обл, г Полярный;20157;184650;Россия;Северо-Западный;3;5;обл;Мурманская;г;Полярный;UTC+3;69.1989583;33.4508591;17304
Мурманская обл, г Североморск;10898;184601;Россия;Северо-Западный;3;5;обл;Мурманская;г;Североморск;UTC+3;69.0766801;33.4177759;50076
Мурманская обл, г Снежногорск;10899;184682;Россия;Северо-Западный;3;5;обл;Мурманская;г;Снежногорск;UTC+3;69.1921409;33.2383502;12698
Мурманская обл, Печенгский р-н, г Заполярный;20151;184430;Россия;Северо-Западный;3;5;обл;Мурманская;г;Заполярный;UTC+3;69.4132852;30.7984312;15835
Новгородская обл, г Боровичи;10906;174400;Россия;Северо-Западный;3;5;обл;Новгородская;г;Боровичи;UTC+3;58.3840197;33.9175929;54731
Новгородская обл, г Валдай;10907;175400;Россия;Северо-Западный;3;5;обл;Новгородская;г;Валдай;UTC+3;57.9823766;33.2369436;16099
Новгородская обл, г Малая Вишера;10909;174260;Россия;Северо-Западный;3;5;обл;Новгородская;г;Малая Вишера;UTC+3;58.8458379;32.2247401;12461
Новгородская обл, г Окуловка;10912;174350;Россия;Северо-Западный;3;5;обл;Новгородская;г;Окуловка;UTC+3;58.3910296;33.2901557;12464
Новгородская обл, г Пестово;10920;174510;Россия;Северо-Западный;3;5;обл;Новгородская;г;Пестово;UTC+3;58.5973723;35.8143898;15911
Новгородская обл, г Сольцы;10922;175040;Россия;Северо-Западный;3;5;обл;Новгородская;г;Сольцы;UTC+3;58.1201281;30.309351;10317
Новгородская обл, г Старая Русса;10923;175200;Россия;Северо-Западный;3;5;обл;Новгородская;г;Старая Русса;UTC+3;57.990737;31.3554897;32235
Новгородская обл, г Холм;10924;175270;Россия;Северо-Западный;3;5;обл;Новгородская;г;Холм;UTC+3;57.145108;31.1787499;3829
Новгородская обл, г Чудово;10925;174210;Россия;Северо-Западный;3;5;обл;Новгородская;г;Чудово;UTC+3;59.1248394;31.6866241;16148
Псковская обл, г Великие Луки;10928;182100;Россия;Северо-Западный;3;5;обл;Псковская;г;Великие Луки;UTC+3;56.332208;30.5508641;98778
Псковская обл, г Гдов;20583;181600;Россия;Северо-Западный;3;5;обл;Псковская;г;Гдов;UTC+3;58.7432429;27.8264809;4379
Псковская обл, г Дно;10929;182670;Россия;Северо-Западный;3;5;обл;Псковская;г;Дно;UTC+3;57.826974;29.9629389;9061
Псковская обл, г Невель;20681;182500;Россия;Северо-Западный;3;5;обл;Псковская;г;Невель;UTC+3;56.0201973;29.9239983;16324
Псковская обл, г Новоржев;20582;182440;Россия;Северо-Западный;3;5;обл;Псковская;г;Новоржев;UTC+3;57.029807;29.3433083;3695
Псковская обл, г Новосокольники;10930;182200;Россия;Северо-Западный;3;5;обл;Псковская;г;Новосокольники;UTC+3;56.3408431;30.1527573;8119
Псковская обл, г Опочка;20633;182333;Россия;Северо-Западный;3;5;обл;Псковская;г;Опочка;UTC+3;56.710725;28.6717519;11601
Псковская обл, г Остров;20641;181353;Россия;Северо-Западный;3;5;обл;Псковская;г;Остров;UTC+3;57.3451528;28.3437593;21670
Псковская обл, г Печоры;10931;181502;Россия;Северо-Западный;3;5;обл;Псковская;г;Печоры;UTC+3;57.8145817;27.622259;12308
Псковская обл, г Порхов;20623;182620;Россия;Северо-Западный;3;5;обл;Псковская;г;Порхов;UTC+3;57.7765219;29.5436626;10608
Псковская обл, г Пустошка;20585;182300;Россия;Северо-Западный;3;5;обл;Псковская;г;Пустошка;UTC+3;56.3374813;29.3668055;4619
Псковская обл, г Пыталово;20584;181410;Россия;Северо-Западный;3;5;обл;Псковская;г;Пыталово;UTC+3;57.0637952;27.9236214;5826
Псковская обл, г Себеж;10932;182250;Россия;Северо-Западный;3;5;обл;Псковская;г;Себеж;UTC+3;56.2908554;28.4724326;6375
Респ Карелия, г Беломорск;10938;186500;Россия;Северо-Западный;3;5;Респ;Карелия;г;Беломорск;UTC+3;64.5378417;34.7799462;11217
Респ Карелия, г Кондопога;10934;186220;Россия;Северо-Западный;3;5;Респ;Карелия;г;Кондопога;UTC+3;62.2059817;34.2682122;32978
Респ Карелия, г Костомукша;10935;186930;Россия;Северо-Западный;3;5;Респ;Карелия;г;Костомукша;UTC+3;64.5889398;30.6016832;28433
Респ Карелия, г Лахденпохья;20127;186730;Россия;Северо-Западный;3;5;Респ;Карелия;г;Лахденпохья;UTC+3;61.518881;30.1996116;7818
Респ Карелия, г Медвежьегорск;20128;186350;Россия;Северо-Западный;3;5;Респ;Карелия;г;Медвежьегорск;UTC+3;62.9127626;34.4568489;15536
Респ Карелия, г Олонец;20129;186000;Россия;Северо-Западный;3;5;Респ;Карелия;г;Олонец;UTC+3;60.9794025;32.9725519;9060
Респ Карелия, г Питкяранта;20130;186810;Россия;Северо-Западный;3;5;Респ;Карелия;г;Питкяранта;UTC+3;61.5757191;31.4640557;11484
Респ Карелия, г Пудож;20131;186150;Россия;Северо-Западный;3;5;Респ;Карелия;г;Пудож;UTC+3;61.8058821;36.5329941;9698
Респ Карелия, г Сегежа;10936;186420;Россия;Северо-Западный;3;5;Респ;Карелия;г;Сегежа;UTC+3;63.7437572;34.3126982;29660
Респ Карелия, г Сортавала;10937;186790;Россия;Северо-Западный;3;5;Респ;Карелия;г;Сортавала;UTC+3;61.703367;30.6916998;19215
Респ Карелия, г Суоярви;20132;186870;Россия;Северо-Западный;3;5;Респ;Карелия;г;Суоярви;UTC+3;62.0787293;32.3499386;9763
Респ Карелия, Кемский р-н, г Кемь;20126;186610;Россия;Северо-Западный;3;5;Респ;Карелия;г;Кемь;UTC+3;64.9543539;34.5949263;13061
Респ Коми, г Воркута;10940;169900;Россия;Северо-Западный;3;5;Респ;Коми;г;Воркута;UTC+3;67.4974082;64.061034;70551
Респ Коми, г Вуктыл;20133;169570;Россия;Северо-Западный;3;5;Респ;Коми;г;Вуктыл;UTC+3;63.8615274;57.3165402;12357
Респ Коми, г Емва;20134;169200;Россия;Северо-Западный;3;5;Респ;Коми;г;Емва;UTC+3;62.5965137;50.8732125;14574
Респ Коми, г Инта;10941;169840;Россия;Северо-Западный;3;5;Респ;Коми;г;Инта;UTC+3;66.0367316;60.1152961;32021
Респ Коми, г Печора;10942;169600;Россия;Северо-Западный;3;5;Респ;Коми;г;Печора;UTC+3;65.148584;57.2239777;43458
Респ Коми, г Сосногорск;10943;169500;Россия;Северо-Западный;3;5;Респ;Коми;г;Сосногорск;UTC+3;63.5989841;53.876293;27809
Респ Коми, г Усинск;10944;169710;Россия;Северо-Западный;3;5;Респ;Коми;г;Усинск;UTC+3;65.994147;57.5569423;41100
Респ Коми, г Ухта;10945;169300;Россия;Северо-Западный;3;5;Респ;Коми;г;Ухта;UTC+3;63.5565514;53.7014239;99642
Респ Коми, Усть-Вымский р-н, г Микунь;21695;169060;Россия;Северо-Западный;3;5;Респ;Коми;г;Микунь;UTC+3;62.3579068;50.0719503;10732
г Владикавказ;33;362000;Россия;Северо-Кавказский;6;8;Респ;Северная Осетия - Алания;г;Владикавказ;UTC+3;43.020588;44.6819182;311635
г Грозный;1106;364000;Россия;Северо-Кавказский;6;8;Респ;Чеченская;г;Грозный;UTC+3;43.3180145;45.698291;271596
г Магас;20181;386001;Россия;Северо-Кавказский;6;8;Респ;Ингушетия;г;Магас;UTC+3;43.1688611;44.8131207;2505
г Махачкала;28;367000;Россия;Северо-Кавказский;6;8;Респ;Дагестан;г;Махачкала;UTC+3;42.9849159;47.5047181;577990
г Нальчик;30;360000;Россия;Северо-Кавказский;6;8;Респ;Кабардино-Балкарская;г;Нальчик;UTC+3;43.4845464;43.60713;240095
г Ставрополь;36;355000;Россия;Северо-Кавказский;6;8;край;Ставропольский;г;Ставрополь;UTC+3;45.044516;41.9689655;398266
г Черкесск;1104;369000;Россия;Северо-Кавказский;6;8;Респ;Карачаево-Черкесская;г;Черкесск;UTC+3;44.2269425;42.0466704;121439
Респ Дагестан, г Буйнакск;11006;368220;Россия;Северо-Кавказский;6;8;Респ;Дагестан;г;Буйнакск;UTC+3;42.8214424;47.1165263;65735
Респ Дагестан, г Дагестанские Огни;21732;368670;Россия;Северо-Кавказский;6;8;Респ;Дагестан;г;Дагестанские Огни;UTC+3;42.1152296;48.1939354;30671
Респ Дагестан, г Дербент;11007;368000;Россия;Северо-Кавказский;6;8;Респ;Дагестан;г;Дербент;UTC+3;42.058966;48.2907452;119961
Респ Дагестан, г Избербаш;21521;368500;Россия;Северо-Кавказский;6;8;Респ;Дагестан;г;Избербаш;UTC+3;42.5650962;47.8710051;56301
Респ Дагестан, г Каспийск;11008;368300;Россия;Северо-Кавказский;6;8;Респ;Дагестан;г;Каспийск;UTC+3;42.8916007;47.6367066;103914
Респ Дагестан, г Кизилюрт;21519;368120;Россия;Северо-Кавказский;6;8;Респ;Дагестан;г;Кизилюрт;UTC+3;43.203825;46.8729636;36187
Респ Дагестан, г Кизляр;11009;368830;Россия;Северо-Кавказский;6;8;Респ;Дагестан;г;Кизляр;UTC+3;43.8484083;46.7233699;49169
Респ Дагестан, г Хасавюрт;11011;368000;Россия;Северо-Кавказский;6;8;Респ;Дагестан;г;Хасавюрт;UTC+3;43.2504665;46.5851292;133929
Респ Дагестан, г Южно-Сухокумск;100450;368890;Россия;Северо-Кавказский;6;8;Респ;Дагестан;г;Южно-Сухокумск;UTC+3;44.6602467;45.6499523;10048
Респ Ингушетия, г Карабулак;20180;386230;Россия;Северо-Кавказский;6;8;Респ;Ингушетия;г;Карабулак;UTC+3;43.3055248;44.9094582;31081
Респ Ингушетия, г Малгобек;20179;386300;Россия;Северо-Кавказский;6;8;Респ;Ингушетия;г;Малгобек;UTC+3;43.5096646;44.5901963;31076
Респ Ингушетия, г Назрань;1092;386100;Россия;Северо-Кавказский;6;8;Респ;Ингушетия;г;Назрань;UTC+3;43.2257841;44.7645779;93357
Респ Ингушетия, г Сунжа;21702;386200;Россия;Северо-Кавказский;6;8;Респ;Ингушетия;г;Сунжа;UTC+3;43.3204196;45.0476331;64493
Респ Кабардино-Балкарская, г Баксан;20171;361500;Россия;Северо-Кавказский;6;8;Респ;Кабардино-Балкарская;г;Баксан;UTC+3;43.6819137;43.5345036;36857
Респ Кабардино-Балкарская, г Майский;20172;361110;Россия;Северо-Кавказский;6;8;Респ;Кабардино-Балкарская;г;Майский;UTC+3;43.6281516;44.0517314;26755
Респ Кабардино-Балкарская, г Нарткала;20173;361330;Россия;Северо-Кавказский;6;8;Респ;Кабардино-Балкарская;г;Нарткала;UTC+3;43.5578075;43.8575925;31679
Респ Кабардино-Балкарская, г Прохладный;20174;361040;Россия;Северо-Кавказский;6;8;Респ;Кабардино-Балкарская;г;Прохладный;UTC+3;43.7589602;44.0102409;59595
Респ Кабардино-Балкарская, г Терек;20175;361200;Россия;Северо-Кавказский;6;8;Респ;Кабардино-Балкарская;г;Терек;UTC+3;43.4839358;44.1402161;19170
Респ Кабардино-Балкарская, г Тырныауз;20176;361621;Россия;Северо-Кавказский;6;8;Респ;Кабардино-Балкарская;г;Тырныауз;UTC+3;43.3981585;42.9213582;21000
Респ Кабардино-Балкарская, г Чегем;21524;361400;Россия;Северо-Кавказский;6;8;Респ;Кабардино-Балкарская;г;Чегем;UTC+3;43.5671525;43.5865792;17988
Респ Карачаево-Черкесская, г Карачаевск;11017;369200;Россия;Северо-Кавказский;6;8;Респ;Карачаево-Черкесская;г;Карачаевск;UTC+3;43.7732525;41.9143472;23848
Респ Карачаево-Черкесская, г Теберда;11018;369212;Россия;Северо-Кавказский;6;8;Респ;Карачаево-Черкесская;г;Теберда;UTC+3;43.4437731;41.7415142;9097
Респ Карачаево-Черкесская, г Усть-Джегута;11019;369300;Россия;Северо-Кавказский;6;8;Респ;Карачаево-Черкесская;г;Усть-Джегута;UTC+3;44.0838442;41.9711046;30602
Респ Северная Осетия - Алания, г Алагир;20591;363240;Россия;Северо-Кавказский;6;8;Респ;Северная Осетия - Алания;г;Алагир;UTC+3;43.0417684;44.2199715;20949
Респ Северная Осетия - Алания, г Ардон;20665;363331;Россия;Северо-Кавказский;6;8;Респ;Северная Осетия - Алания;г;Ардон;UTC+3;43.1755152;44.2955775;18774
Респ Северная Осетия - Алания, г Беслан;11023;363020;Россия;Северо-Кавказский;6;8;Респ;Северная Осетия - Алания;г;Беслан;UTC+3;43.1937529;44.5338707;36724
Респ Северная Осетия - Алания, г Дигора;20622;363410;Россия;Северо-Кавказский;6;8;Респ;Северная Осетия - Алания;г;Дигора;UTC+3;43.1567628;44.1549483;10856
